,text,category,polarity
1168,"so much more than the usual bar food , go there to enjoy the menu while sampling one of their hand-crafted beers .",0,1
1169,"a big disappointment , all around .",4,-1
1170,and its absolutely delicious .,0,1
1171,no free drink .,5,-1
1173,this is my first time writing a review for a restaurant because the food and service was excellent .,0,1
1174,this is my first time writing a review for a restaurant because the food and service was excellent .,1,1
1175,this is my first time writing a review for a restaurant because the food and service was excellent .,4,1
1176,definitely highly not recommended .,4,-1
1177,"while they keep the capex to a minimum , they do put some cash into the bagels , because they among the best in the city .",0,1
1178,"while they keep the capex to a minimum , they do put some cash into the bagels , because they among the best in the city .",5,1
1179,i had a huge group for my birthday and we were well taken care of .,1,1
1180,the two star chefs left quite some time ago to open their own place .,4,0
1181,don't waste money on decor .,3,1
1182,they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for?,3,1
1183,"go to any corned indian restaurant , and the little india strip along east 6 st rules supreme!",4,1
1184,i have never before eaten 40 pieces of relatively good nigiri .,0,0
1185,i have never before eaten 40 pieces of relatively good nigiri .,4,0
1187,i'd call it an 'italian dinner' .,4,0
1188,my first time here was with my gf for our 12 month anniversary .,4,0
1189,"while the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .",0,1
1190,"while the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .",3,-1
1191,"while the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .",5,1
1192,i have walked by this place for eons and finally went thanks to a girls' night .,4,0
1193,have frequented 'ino for several years and the food remains excellent .,0,1
1194,have frequented 'ino for several years and the food remains excellent .,4,1
1195,"their eggplant is so delicate , sweet tender!",0,1
1196,i pray it stays open forever .,4,1
1197,"each bite of food at kai was indeed delicious , fresh , and elegant .",0,1
1198,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it .,0,1
1199,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it .,5,1
1200,"if you want to save some money , don't go here .",5,-1
1201,my friend got the mushroom pizza which tasted better .,0,1
1203,"it's a shame that a nice , convenient place like the pink pony can be so ruined by lousy service .",1,-1
1204,"it's a shame that a nice , convenient place like the pink pony can be so ruined by lousy service .",3,1
1205,this is the first time citysearch did't call it right .,4,0
1206,you should pass on the calamari .,0,-1
1207,"the porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .",0,-1
1208,try the spicy wontons and the salt pepper shrimps .,0,1
1209,the food portions are really large .,0,1
1210,the fries are yummy .,0,1
1211,"friendly and informative staff , very attentive and prompt raw bar service .",1,1
1212,best taiwanese food in ny!,0,1
1213,i have eaten at many pizza places around nyc and this is hands down the worst .,4,-1
1214,this place is a great stop for great food .,0,1
1215,all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city .,0,1
1216,what for?,4,0
1217,fantastic!,4,1
1218,"they were dry and disgusting , i didn't even finish my first piece .",0,-1
1219,highly recommended for a first date .,4,1
1220,"we laughed when he finally offered us a dessert menu and we left a 10 percent tip , which was generous , i feel .",1,-1
1221,and the prices were way to high for what you get .,5,-1
1222,"but people from sichuan will die for it ) - chongqing hot pot , chongqing was the biggest city of sichuan , now became an independent province .",4,1
1225,the staff ignored my friends and i the entire time we were there .,1,-1
1226,"yet paired with such rude service , would never recommend for anyone interested in carrying any kind of conversation while there .",1,-1
1227,"i went to areo on a sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .",4,1
1228,"the in-house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",3,1
1229,"i need at least three rolls to be full , and that's at least $14 .00!",5,-1
1230,anyone who ever dined at a thai restaurant is in for a huge disappointment .,4,-1
1231,"all of it was simply amazing , unique and tasty and best of all it didn't break the bank .",0,1
1232,"all of it was simply amazing , unique and tasty and best of all it didn't break the bank .",5,1
1233,"great wine list , reasonably priced .--sara",0,1
1234,"great wine list , reasonably priced .--sara",5,1
1235,the hot dogs were cold in the middle and the buns were stale .,0,-1
1236,"while the food was excellent , it wasn't cheap ( though not extremely expensive either ) .",0,1
1238,beef noodle soup is good as well .,0,1
1239,i was so sad to read the bad reviews this place got!,4,-1
1240,delivery service is great too .,1,1
1241,"the food's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic thai cuisine .",0,1
1242,i recieved prompt service with a smile .,1,1
1244,the place was quiet and delightful .,3,1
1245,molto bene!,4,1
1246, .the best i've found outside of the chinatown masters .,0,1
1247,they are amazing!,4,1
1248,avoid this place!,4,-1
1249,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,0,1
1250,a must try!,4,1
1251,"as much as i like the food there , i can't bring myself to go back .",4,-1
1252,"as much as i like the food there , i can't bring myself to go back .",0,1
1253,it looked like shredded cheese partly done - still in strips .,0,-1
1254,the prices and ambience are especially great considering it's in the west village .,3,1
1255,the prices and ambience are especially great considering it's in the west village .,5,1
1256,the soup is pretty good too .,0,1
1257,it is so easy to get a reservation at a top place in nyc with a week's notice .,4,1
1258,i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats .,0,1
1259,"if you go to roth's try to be served by mike , he is great!!",1,1
1260,"based on a visit a month ago , i returned the week before christmas and was hugely disappointed .",4,-1
1261,went here on a friend's reccomendation .,4,0
1262,"not the food ,not the ambiance , not the service , i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",1,-1
1263,"i love ess-a-bagel , but i live on the west side , so i often go to murray's for convenience .",4,1
